description,effective_domain_size,intersection_size,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size
"""The process in which the 5' end of a pre-tRNA molecule is converted to that of a mature tRNA in the mitochondrion."" [GOC:pf, PMID:21307182, PMID:26143376, PMID:27484477]",17954,2,mitochondrial tRNA 5'-end processing,GO:0097745,1.0,"['GO:0000964', 'GO:0090646', 'GO:0099116']",0.0002516039753428104,query_1,7949,1.0,False,GO:BP,2
"""The removal of an acyl group, any group or radical of the form RCO- where R is an organic group, from a macromolecule."" [GOC:dos]",17954,4,macromolecule deacylation,GO:0098732,1.0,['GO:0043412'],0.0005032079506856208,query_1,7949,0.5,False,GO:BP,8
"""Any process involved in the controlled movement of a sperm cell."" [GOC:cilia, GOC:krc]",17954,5,sperm motility,GO:0097722,1.0,"['GO:0022414', 'GO:0048870']",0.000629009938357026,query_1,7949,0.29411764705882354,False,GO:BP,17
"""The series of events leading to growth of connective tissue when loss of tissues that are incapable of regeneration occurs, or when fibrinous exudate cannot be adequately cleared."" [GOC:bc, GOC:BHF, GOC:BHF_miRNA, PMID:25590961]",17954,1,connective tissue replacement,GO:0097709,1.0,['GO:0048771'],0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis caused by a metal ion stimulus."" [GOC:kmv]",17954,2,stress response to metal ion,GO:0097501,1.0,"['GO:0006950', 'GO:0010038']",0.0002516039753428104,query_1,7949,0.6666666666666666,False,GO:BP,3
"""The covalent attachment of a mannose residue to a substrate molecule."" [GOC:cjm]",17954,4,mannosylation,GO:0097502,1.0,['GO:0070085'],0.0005032079506856208,query_1,7949,0.5714285714285714,False,GO:BP,7
"""The covalent attachment of sialic acid to a substrate molecule."" [GOC:cjm]",17954,2,sialylation,GO:0097503,1.0,['GO:0043412'],0.0002516039753428104,query_1,7949,0.4,False,GO:BP,5
"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]",17954,32,myeloid leukocyte migration,GO:0097529,1.0,['GO:0050900'],0.0040256636054849665,query_1,7949,0.5,False,GO:BP,64
"""The movement of a granulocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:24163421, PMID:24193336]",17954,24,granulocyte migration,GO:0097530,1.0,['GO:0097529'],0.003019247704113725,query_1,7949,0.46153846153846156,False,GO:BP,52
"""The movement of a mast cell within or between different tissues and organs of the body."" [GOC:cvs, PMID:24152847]",17954,1,mast cell migration,GO:0097531,1.0,['GO:0097529'],0.0001258019876714052,query_1,7949,0.5,False,GO:BP,2
"""The orderly movement of a lymphoid lineage cell from one site to another. A lymphoid lineage cell, also called a lymphoid lineage restricted progenitor cell, is a progenitor cell restricted to the lymphoid lineage."" [GOC:pr, PMID:22342843]",17954,4,lymphoid lineage cell migration,GO:0097534,1.0,['GO:0016477'],0.0005032079506856208,query_1,7949,0.6666666666666666,False,GO:BP,6
"""The movement of a lymphoid lineage cell (also called a lymphoid lineage restricted progenitor cell) into the thymus. Lymphoid lineage cells enter and exit the thymus several times as part of this process."" [GOC:cvs, PMID:22342843]",17954,4,lymphoid lineage cell migration into thymus,GO:0097535,1.0,['GO:0097534'],0.0005032079506856208,query_1,7949,0.6666666666666666,False,GO:BP,6
"""A process in which a calcium ion is transported from one side of a membrane to the other into the cytosol by means of some agent such as a transporter or pore."" [GOC:vw]",17954,18,calcium ion transmembrane import into cytosol,GO:0097553,1.0,['GO:0070588'],0.0022644357780852937,query_1,7949,0.6923076923076923,False,GO:BP,26
"""The process of binding or confining iron ions such that they are separated from other components of a biological system."" [GOC:mr, PMID:3099306]",17954,4,sequestering of iron ion,GO:0097577,1.0,"['GO:0006879', 'GO:0051238', 'GO:0051651']",0.0005032079506856208,query_1,7949,0.6666666666666666,False,GO:BP,6
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lamellipodium. A lamellipodium is a thin sheetlike process extended by the leading edge of a crawling fibroblast; contains a dense meshwork of actin filaments."" [GOC:als, PMID:16054028]",17954,5,lamellipodium organization,GO:0097581,1.0,['GO:0120036'],0.000629009938357026,query_1,7949,0.45454545454545453,False,GO:BP,11
"""The directed movement of potassium ions from inside of a cell, across the plasma membrane and into the extracellular region."" [GOC:vw, PMID:11932440]",17954,1,potassium ion export across plasma membrane,GO:0097623,1.0,"['GO:0071805', 'GO:0140115']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""The directed movement of L-arginine from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:krc, PMID:8195186]",17954,1,L-arginine import across plasma membrane,GO:0097638,1.0,"['GO:0089718', 'GO:1902475']",0.0001258019876714052,query_1,7949,0.3333333333333333,False,GO:BP,3
"""An instance of double-strand break repair via nonhomologous end joining that is independent of factors important for V(D)J recombination (as opposed to classical nonhomologous end joining). It often results in a deletion with microhomology (i.e. 5-25bp homology) at the repair junction. Among different subclasses of nonhomologous end joining (NHEJ), alternative NHEJ appears to play a significant role in the etiology of mutations that arise during cancer development and treatment."" [GOC:rph, PMID:18584027, PMID:21655080, Wikipedia:Microhomology-mediated_end_joining]",17954,1,double-strand break repair via alternative nonhomologous end joining,GO:0097681,1.0,['GO:0006303'],0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""An intracellular signal transduction process in which STAT proteins (Signal Transducers and Activators of Transcription) convey a signal to trigger a change in the activity or state of a cell. The STAT cascade begins with receptor activation followed by activation of STAT proteins by kinases. It proceeds through STA dimerization and subsequent nuclear translocation of STAT proteins, and ends with regulation of target gene expression by STAT proteins."" [GOC:rjd, PMID:21534947, PMID:24587195]",17954,13,receptor signaling pathway via STAT,GO:0097696,1.0,['GO:0007166'],0.0016354258397282676,query_1,7949,0.5,False,GO:BP,26
"""Any intracellular signal transduction in which the signal is passed on within the cell by activation of a transcription factor as a consequence of dephosphorylation by Ca(2+)-activated calcineurin. The process begins with calcium-dependent activation of the phosphatase calcineurin. Calcineurin is a calcium- and calmodulin-dependent serine/threonine protein phosphatase with a conserved function in eukaryotic species from yeast to humans. In yeast and fungi, calcineurin regulates stress signaling and cell cycle, and sporulation and virulence in pathogenic fungi. In metazoans, calcineurin is involved in cell commitment, organogenesis and organ development and immune function of T-lymphocytes. By a conserved mechanism, calcineurin phosphatase activates fungal Crz1 and mammalian NFATc by dephosphorylation and translocation of these transcription factors to the nucleus to regulate gene expression."" [GOC:di, PMID:25655284, PMID:25878052, PMID:26851544]",17954,8,calcineurin-mediated signaling,GO:0097720,1.0,['GO:0019722'],0.0010064159013712416,query_1,7949,0.5,False,GO:BP,16
"""Any process that modulates the establishment or extent of a change in membrane potential in the polarizing direction towards the resting potential in a cardiomyocyte."" [GOC:BHF, GOC:dos, GOC:rl]",17954,1,regulation of cardiac muscle cell membrane repolarization,GO:0099623,1.0,"['GO:0060306', 'GO:0099622']",0.0001258019876714052,query_1,7949,0.5,False,GO:BP,2
"""The process in which ions are transported across the plasma membrane of a ventricular cardiac muscle cell such that the membrane potential changes in the repolarizing direction, toward the steady state potential. For example, the repolarization during an action potential is from a positive membrane potential towards a negative resting potential."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",17954,1,ventricular cardiac muscle cell membrane repolarization,GO:0099625,1.0,['GO:0099622'],0.0001258019876714052,query_1,7949,0.5,False,GO:BP,2
"""The process by which diffusing neurotransmitter receptor becomes trapped in region of the plasma membrane."" [PMID:18832033]",17954,8,neurotransmitter receptor diffusion trapping,GO:0099628,1.0,['GO:0098953'],0.0010064159013712416,query_1,7949,0.8888888888888888,False,GO:BP,9
"""The chemical reactions and pathways resulting in the breakdown of an L-amino acid."" [GOC:edw]",17954,23,L-amino acid catabolic process,GO:0170035,1.0,"['GO:0009063', 'GO:0170033', 'GO:1901606']",0.0028934457164423197,query_1,7949,0.5227272727272727,False,GO:BP,44
"""The directed movement of substances from the cytosol into the mitochondrion."" [GOC:ew]",17954,15,import into the mitochondrion,GO:0170036,1.0,['GO:1990542'],0.001887029815071078,query_1,7949,0.625,False,GO:BP,24
"""The chemical reactions and pathways resulting in the formation of any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",17954,25,proteinogenic amino acid biosynthetic process,GO:0170038,1.0,"['GO:0046394', 'GO:0170039', 'GO:1901566']",0.00314504969178513,query_1,7949,0.5813953488372093,False,GO:BP,43
"""The chemical reactions and pathways involving any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",17954,51,proteinogenic amino acid metabolic process,GO:0170039,1.0,"['GO:0006520', 'GO:0019752', 'GO:1901564']",0.006415901371241666,query_1,7949,0.53125,False,GO:BP,96
"""The chemical reactions and pathways resulting in the breakdown of any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",17954,23,proteinogenic amino acid catabolic process,GO:0170040,1.0,"['GO:0046395', 'GO:0170039', 'GO:1901565']",0.0028934457164423197,query_1,7949,0.5227272727272727,False,GO:BP,44
"""The chemical reactions and pathways involving non-proteingenic amino acids."" [GOC:ew]",17954,12,non-proteinogenic amino acid metabolic process,GO:0170041,1.0,"['GO:0006520', 'GO:0019752', 'GO:1901564']",0.0015096238520568624,query_1,7949,0.3333333333333333,False,GO:BP,36
"""The chemical reactions and pathways resulting in the formation of L-amino acids, the L-enantiomers of amino acids."" [GOC:edw]",17954,25,L-amino acid biosynthetic process,GO:0170034,1.0,"['GO:0008652', 'GO:0170033', 'GO:1901607']",0.00314504969178513,query_1,7949,0.5813953488372093,False,GO:BP,43
"""The chemical reactions and pathways resulting in the formation of non-proteinogenic amino acids."" [GOC:ew]",17954,1,non-proteinogenic amino acid biosynthetic process,GO:0170043,1.0,"['GO:0046394', 'GO:0170041', 'GO:1901566']",0.0001258019876714052,query_1,7949,0.5,False,GO:BP,2
"""Any process involved in transcription termination-coupled 3' processing of RNA polymerase II mRNA transcripts by the 3' end cleavage and addition of a poly(A) tail. This pathway is required for the maturation of primary protein-encoding transcripts into functional mRNAs that can be exported from the nucleus and translated in the cytoplasm, but is also required for polyadenylation-dependent decay."" [PMID:31499460]",17954,1,"co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway",GO:0180010,1.0,"['GO:0031124', 'GO:0180012']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process by which dormant, translationally inactive mRNAs become activated via the elongation of their poly(A) tails in the cytosol."" [PMID:21536428]",17954,1,cytoplasmic polyadenylation,GO:0180011,1.0,['GO:0031124'],0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process involved in transcription termination-coupled 3' processing of RNA polymerase II RNA transcripts by 3' end cleavage and addition of a poly(A) tail. This pathway is required for the maturation of primary protein-encoding transcripts into functional RNAs that can be exported from the nucleus and translated in the cytoplasm, but is also required for polyadenylation-dependent decay."" [PMID:31499460]",17954,1,"co-transcriptional RNA 3'-end processing, cleavage and polyadenylation pathway",GO:0180012,1.0,['GO:0006396'],0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that mediates the transfer of information from one cell to another, medaited by a wnt family protein ligand. This process includes wnt signal transduction in the receiving cell, release of wnt ligand from a secreting cell as well as any processes that actively facilitate wnt transport and presentation to receptor on the recieving cell."" [GOC:dos]",17954,96,cell-cell signaling by wnt,GO:0198738,1.0,['GO:0007267'],0.0120769908164549,query_1,7949,0.5052631578947369,False,GO:BP,190
"""Any process that activates or increases the frequency, rate or extent of dendrite development."" [GOC:TermGenie]",17954,1,positive regulation of dendrite development,GO:1900006,1.0,"['GO:0010976', 'GO:0016358', 'GO:0050773', 'GO:0051094']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of cytokine production involved in inflammatory response."" [GOC:TermGenie]",17954,1,regulation of cytokine production involved in inflammatory response,GO:1900015,1.0,"['GO:0001817', 'GO:0002534']",0.0001258019876714052,query_1,7949,0.5,False,GO:BP,2
"""The chemical reactions and pathways resulting in the breakdown of non-proteinogenic amino acids."" [GOC:ew]",17954,2,non-proteinogenic amino acid catabolic process,GO:0170044,1.0,"['GO:0046395', 'GO:0170041', 'GO:1901565']",0.0002516039753428104,query_1,7949,0.2857142857142857,False,GO:BP,7
"""The chemical reactions and pathways involving an L-amino acid."" [GOC:edw]",17954,51,L-amino acid metabolic process,GO:0170033,1.0,['GO:1901605'],0.006415901371241666,query_1,7949,0.5151515151515151,False,GO:BP,99
"""Any process that stops, prevents or reduces the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]",17954,1,negative regulation of cell-substrate junction organization,GO:0150118,1.0,"['GO:0051129', 'GO:0150115', 'GO:0150116']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]",17954,1,regulation of cell-substrate junction organization,GO:0150116,1.0,"['GO:0051128', 'GO:0150115']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""The series of molecular signals initiated by a ligand binding to a cell surface pattern recognition receptor (PRR) of the toll-like family."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]",17954,6,cell surface toll-like receptor signaling pathway,GO:0140895,1.0,['GO:0002752'],0.0007548119260284312,query_1,7949,0.6,False,GO:BP,10
"""A homeostatic process involved in the maintenance of a steady state level of a chemical within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [GOC:curators]",17954,2,multicellular organismal-level chemical homeostasis,GO:0140962,1.0,"['GO:0048871', 'GO:0048878']",0.0002516039753428104,query_1,7949,0.5,False,GO:BP,4
"""The disruption of a cellular component of another organism, leading to damage or temporary subversion of that structure. In some cases this can cause malfunctioning of the cells and death of the target organism."" [GOC:pg]",17954,9,disruption of cellular anatomical structure in another organism,GO:0140975,1.0,['GO:0141060'],0.0011322178890426468,query_1,7949,0.391304347826087,False,GO:BP,23
"""The disruption of an anatomical structure of another organism, leading to damage or temporary subversion of that structure."" [GOC:pg]",17954,14,disruption of anatomical structure in another organism,GO:0141060,1.0,['GO:0044419'],0.0017612278273996728,query_1,7949,0.42424242424242425,False,GO:BP,33
"""The disruption of a cell of another organism, leading to damage or temporary subversion of that cell."" [GOC:pg]",17954,5,disruption of cell in another organism,GO:0141061,1.0,['GO:0141060'],0.000629009938357026,query_1,7949,0.5,False,GO:BP,10
"""The series of molecular signals initiated by an extracellular ligand binding to a member of the transforming growth factor receptor superfamily, and ending with the regulation of a downstream cellular process, e.g. transcription."" [PMID:22651914, PMID:28096268]",17954,57,transforming growth factor beta receptor superfamily signaling pathway,GO:0141091,1.0,['GO:0007178'],0.007170713297270097,query_1,7949,0.5428571428571428,False,GO:BP,105
"""An epigenetic process that increases gene expression at specific genomic regions through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the cytosine DNA demethylation."" [PMID:36618446]",17954,2,"positive regulation of gene expression, epigenetic",GO:0141137,1.0,"['GO:0010628', 'GO:0040029']",0.0002516039753428104,query_1,7949,0.6666666666666666,False,GO:BP,3
"""The immediate defensive reaction by neural vertebrate tissue to infection or injury caused by chemical or physical agents."" [GOC:aruk, GOC:bc, PMID:10981966, PMID:11099416, PMID:18164423]",17954,4,neuroinflammatory response,GO:0150076,1.0,['GO:0006954'],0.0005032079506856208,query_1,7949,0.8,False,GO:BP,5
"""Any process that modulates the frequency, rate or extent of neuroinflammatory response."" [GOC:aruk, GOC:bc, PMID:10981966, PMID:11099416, PMID:18164423]",17954,2,regulation of neuroinflammatory response,GO:0150077,1.0,"['GO:0050727', 'GO:0150076']",0.0002516039753428104,query_1,7949,0.6666666666666666,False,GO:BP,3
"""Any process that stops, prevents or reduces the frequency, rate or extent of neuroinflammatory response."" [GOC:aruk, GOC:bc, PMID:11099416, PMID:18164423]",17954,1,negative regulation of neuroinflammatory response,GO:0150079,1.0,"['GO:0050728', 'GO:0150076', 'GO:0150077']",0.0001258019876714052,query_1,7949,0.5,False,GO:BP,2
"""The process in which amyloid-beta is removed from extracellular brain regions by cell surface receptor-mediated endocytosis, followed by intracellular degradation."" [GOC:aruk, GOC:bc, PMID:18289866]",17954,1,amyloid-beta clearance by cellular catabolic process,GO:0150094,1.0,"['GO:0044248', 'GO:0097242']",0.0001258019876714052,query_1,7949,0.5,False,GO:BP,2
"""A neuroinflammatory response, occurring over several days, during which glial cells undergo nonspecific reactive changes in response to damage to the central nervous system (CNS); typically involves the proliferation or hypertrophy of different types of glial cells."" [GOC:aruk, GOC:bc, PMID:24462092]",17954,1,reactive gliosis,GO:0150103,1.0,['GO:0150076'],0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""A process in which a protein is transported to, or maintained, in a location within a cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]",17954,3,protein localization to cell-cell junction,GO:0150105,1.0,['GO:1902414'],0.0003774059630142156,query_1,7949,1.0,False,GO:BP,3
"""Any process that modulates the frequency, rate or extent of protein localization to cell-cell junction."" [GOC:aruk, GOC:bc, PMID:26706435]",17954,1,regulation of protein localization to cell-cell junction,GO:0150106,1.0,"['GO:0032880', 'GO:0150105']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-substrate junction. A cell-substrate junction is a specialized region of connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",17954,4,cell-substrate junction organization,GO:0150115,1.0,['GO:0034330'],0.0005032079506856208,query_1,7949,1.0,False,GO:BP,4
"""Any process that activates or increases the frequency, rate or extent of cytokine production involved in inflammatory response."" [GOC:TermGenie]",17954,1,positive regulation of cytokine production involved in inflammatory response,GO:1900017,1.0,"['GO:0001819', 'GO:0002534', 'GO:1900015']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of substrate adhesion-dependent cell spreading."" [GOC:TermGenie, GOC:yaf]",17954,2,regulation of substrate adhesion-dependent cell spreading,GO:1900024,1.0,"['GO:0010810', 'GO:0034446']",0.0002516039753428104,query_1,7949,1.0,False,GO:BP,2
"""Any process that stops, prevents or reduces the frequency, rate or extent of substrate adhesion-dependent cell spreading."" [GOC:TermGenie, GOC:yaf]",17954,2,negative regulation of substrate adhesion-dependent cell spreading,GO:1900025,1.0,"['GO:0010812', 'GO:0034446', 'GO:1900024']",0.0002516039753428104,query_1,7949,1.0,False,GO:BP,2
"""Any process that modulates the frequency, rate or extent of ruffle assembly."" [GOC:TermGenie, GOC:yaf]",17954,4,regulation of ruffle assembly,GO:1900027,1.0,"['GO:0097178', 'GO:0120032']",0.0005032079506856208,query_1,7949,1.0,False,GO:BP,4
"""Any process that modulates the frequency, rate or extent of long-term synaptic potentiation."" [GOC:BHF, GOC:TermGenie]",17954,1,regulation of long-term synaptic potentiation,GO:1900271,1.0,"['GO:0048167', 'GO:0060291']",0.0001258019876714052,query_1,7949,0.5,False,GO:BP,2
"""Any process that stops, prevents or reduces the frequency, rate or extent of long-term synaptic potentiation."" [GOC:BHF, GOC:TermGenie]",17954,1,negative regulation of long-term synaptic potentiation,GO:1900272,1.0,"['GO:0048519', 'GO:0060291', 'GO:1900271']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of phospholipase C activity."" [GOC:BHF, GOC:TermGenie]",17954,1,regulation of phospholipase C activity,GO:1900274,1.0,['GO:0010517'],0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of post-transcriptional gene silencing by a non-coding RNA."" [GOC:kmv, GOC:TermGenie, PMID:22412382]",17954,1,regulation of post-transcriptional gene silencing by regulatory ncRNA,GO:1900368,1.0,"['GO:0035194', 'GO:0060147', 'GO:0060966']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that activates or increases the frequency, rate or extent of post-transcriptional gene silencing by RNA."" [GOC:kmv, GOC:TermGenie, PMID:22412382]",17954,1,positive regulation of post-transcriptional gene silencing by RNA,GO:1900370,1.0,"['GO:0035194', 'GO:0060148', 'GO:1900368']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of purine nucleotide biosynthetic processes."" [GOC:go_curators, GOC:TermGenie]",17954,1,regulation of purine nucleotide biosynthetic process,GO:1900371,1.0,"['GO:0006164', 'GO:0030808', 'GO:1900542']",0.0001258019876714052,query_1,7949,0.25,False,GO:BP,4
"""Any process that modulates the frequency, rate or extent of secondary metabolite biosynthetic process."" [GOC:di, GOC:TermGenie]",17954,1,regulation of secondary metabolite biosynthetic process,GO:1900376,1.0,"['GO:0009889', 'GO:0043455', 'GO:0044550']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that activates or increases the frequency, rate or extent of secondary metabolite biosynthetic process."" [GOC:di, GOC:TermGenie]",17954,1,positive regulation of secondary metabolite biosynthetic process,GO:1900378,1.0,"['GO:0009891', 'GO:0044550', 'GO:1900376']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates synaptic plasticity, the ability of synapses to change as circumstances require, via receptor localization to the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell. Processes may include receptor transport to, and/or maintenance at, the synapse."" [GOC:kmv, GOC:TermGenie, PMID:22464329]",17954,1,regulation of synaptic plasticity by receptor localization to synapse,GO:1900383,1.0,['GO:0097120'],0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of glutamate receptor signaling pathway."" [GOC:BHF, GOC:TermGenie]",17954,1,regulation of glutamate receptor signaling pathway,GO:1900449,1.0,"['GO:0007215', 'GO:0009966']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of purine nucleotide metabolic process."" [GOC:TermGenie]",17954,2,regulation of purine nucleotide metabolic process,GO:1900542,1.0,"['GO:0006140', 'GO:0006163']",0.0002516039753428104,query_1,7949,0.4,False,GO:BP,5
"""Any process that modulates the frequency, rate or extent of p38MAPK cascade."" [GOC:TermGenie]",17954,1,regulation of p38MAPK cascade,GO:1900744,1.0,"['GO:0038066', 'GO:0043408']",0.0001258019876714052,query_1,7949,0.3333333333333333,False,GO:BP,3
"""Any process that activates or increases the frequency, rate or extent of p38MAPK cascade."" [GOC:TermGenie]",17954,1,positive regulation of p38MAPK cascade,GO:1900745,1.0,"['GO:0038066', 'GO:0043410', 'GO:1900744']",0.0001258019876714052,query_1,7949,0.3333333333333333,False,GO:BP,3
"""Any process that modulates the frequency, rate or extent of vascular endothelial growth factor signaling pathway."" [GOC:TermGenie]",17954,1,regulation of vascular endothelial growth factor signaling pathway,GO:1900746,1.0,"['GO:0009966', 'GO:0038084', 'GO:1902547']",0.0001258019876714052,query_1,7949,0.3333333333333333,False,GO:BP,3
"""Any process that modulates the frequency, rate or extent of membrane depolarization during a cardiac muscle cell action potential."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11, GOC:TermGenie]",17954,1,regulation of membrane depolarization during cardiac muscle cell action potential,GO:1900825,1.0,"['GO:0086012', 'GO:0098902']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that modulates the frequency, rate or extent of amyloid-beta clearance."" [GOC:BHF, GOC:TermGenie]",17954,1,regulation of amyloid-beta clearance,GO:1900221,1.0,"['GO:0051239', 'GO:0097242']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""The series of molecular signals initiated by a ligand binding to an endolysosomal pattern recognition receptor (PRR) of the toll-like family. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [PMID:29679565]",17954,5,endolysosomal toll-like receptor signaling pathway,GO:0140894,1.0,['GO:0002753'],0.000629009938357026,query_1,7949,0.625,False,GO:BP,8
"""Any process that stops, prevents or reduces the frequency, rate or extent of bone mineralization involved in bone maturation."" [GOC:BHF, GOC:TermGenie]",17954,1,negative regulation of bone mineralization involved in bone maturation,GO:1900158,1.0,"['GO:0030502', 'GO:0035630', 'GO:1900157']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that activates or increases the frequency, rate or extent of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay."" [GOC:mcc, GOC:TermGenie]",17954,1,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",GO:1900153,1.0,"['GO:0000288', 'GO:0061014', 'GO:1900151']",0.0001258019876714052,query_1,7949,0.25,False,GO:BP,4
"""Any process that stops, prevents or reduces the frequency, rate or extent of ruffle assembly."" [GOC:TermGenie, GOC:yaf]",17954,1,negative regulation of ruffle assembly,GO:1900028,1.0,"['GO:0097178', 'GO:0120033', 'GO:1900027']",0.0001258019876714052,query_1,7949,1.0,False,GO:BP,1
"""Any process that activates or increases the frequency, rate or extent of ruffle assembly."" [GOC:TermGenie, GOC:yaf]",17954,3,positive regulation of ruffle assembly,GO:1900029,1.0,"['GO:0097178', 'GO:0120034', 'GO:1900027']",0.0003774059630142156,query_1,7949,1.0,False,GO:BP,3
"""Any process that modulates the frequency, rate or extent of hemostasis."" [GOC:TermGenie]",17954,4,regulation of hemostasis,GO:1900046,1.0,"['GO:0007599', 'GO:0050789', 'GO:0050878']",0.0005032079506856208,query_1,7949,0.2857142857142857,False,GO:BP,14
"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]",17954,2,negative regulation of hemostasis,GO:1900047,1.0,"['GO:0007599', 'GO:0048519', 'GO:1900046']",0.0002516039753428104,query_1,7949,0.5,False,GO:BP,4
"""Any process that activates or increases the frequency, rate or extent of hemostasis."" [GOC:TermGenie]",17954,2,positive regulation of hemostasis,GO:1900048,1.0,"['GO:0007599', 'GO:0048518', 'GO:1900046']",0.0002516039753428104,query_1,7949,0.2857142857142857,False,GO:BP,7
"""Any process that modulates the frequency, rate or extent of retinoic acid biosynthetic process."" [GOC:TermGenie, GOC:yaf]",17954,1,regulation of retinoic acid biosynthetic process,GO:1900052,1.0,"['GO:0002138', 'GO:0010565', 'GO:0019747', 'GO:0030656', 'GO:0031326', 'GO:0032350', 'GO:0046890']",0.0001258019876714052,query_1,7949,0.2,False,GO:BP,5
"""Any process that modulates the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]",17954,4,regulation of cellular response to insulin stimulus,GO:1900076,1.0,"['GO:0032869', 'GO:0048583', 'GO:0050794']",0.0005032079506856208,query_1,7949,0.4444444444444444,False,GO:BP,9
"""Any process that stops, prevents or reduces the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]",17954,3,negative regulation of cellular response to insulin stimulus,GO:1900077,1.0,"['GO:0032869', 'GO:0048523', 'GO:0048585', 'GO:1900076']",0.0003774059630142156,query_1,7949,0.6,False,GO:BP,5
"""Any signaling pathway that increases or activates a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]",17954,1,positive regulation of G1/S transition of mitotic cell cycle,GO:1900087,1.0,"['GO:0000082', 'GO:1901992', 'GO:1902808', 'GO:2000045']",0.0001258019876714052,query_1,7949,0.25,False,GO:BP,4
"""Any process that modulates the frequency, rate or extent of endoplasmic reticulum unfolded protein response."" [GOC:TermGenie]",17954,2,regulation of endoplasmic reticulum unfolded protein response,GO:1900101,1.0,"['GO:0009966', 'GO:0030968', 'GO:1905897']",0.0002516039753428104,query_1,7949,1.0,False,GO:BP,2
